,step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
5121512,356,DEBIT,1104.16,C598116601,12285.0,11180.84,C1912703909,1031432.92,1351166.93,0,0
4454262,323,CASH_OUT,300226.24,C1136905459,0.0,0.0,C1693500596,505174.06,805400.29,0,0
1782613,162,CASH_IN,4156.67,C720063401,318.0,4474.67,C1678591698,46022.02,41865.35,0,0
2019993,180,CASH_IN,286459.08,C1303937670,4160834.14,4447293.21,C1527301809,1008415.77,721956.69,0,0
268707,15,CASH_IN,17608.5,C551885967,196.0,17804.5,C1502323528,3601957.29,3948348.75,0,0
4657368,330,PAYMENT,13371.2,C1251856665,59759.0,46387.8,M1547878645,0.0,0.0,0,0
5924268,404,CASH_IN,135766.38,C1452774300,1516468.7,1652235.08,C1535501697,2133065.24,1997298.86,0,0
3111024,235,CASH_OUT,90321.01,C1968622707,0.0,0.0,C1651724075,1350106.71,1440427.72,0,0
4908361,349,CASH_OUT,62383.89,C1942735949,0.0,0.0,C1187753549,829253.3,891637.19,0,0
2874972,227,PAYMENT,14768.82,C43107691,0.0,0.0,M1649600641,0.0,0.0,0,0
5194934,369,PAYMENT,1760.84,C718692818,0.0,0.0,M463230661,0.0,0.0,0,0
4491813,324,CASH_IN,111456.33,C2130804783,41613.0,153069.33,C1025872176,1547188.76,1435732.43,0,0
4723977,332,CASH_OUT,138548.17,C612239473,56391.0,0.0,C577464886,0.0,138548.17,0,0
5069154,355,CASH_IN,188435.59,C1864824414,871.0,189306.59,C1240731915,2073491.77,1885056.18,0,0
6095723,522,CASH_OUT,16234.98,C2044387856,34256.0,18021.02,C1119515630,0.0,16234.98,0,0
4474947,324,CASH_OUT,123948.17,C1886015018,0.0,0.0,C412220311,1437171.4,1561119.56,0,0
1793330,162,CASH_OUT,215816.31,C88977531,0.0,0.0,C421334452,4026113.47,4241929.77,0,0
5034417,354,CASH_OUT,231474.69,C649090307,400.0,0.0,C257961936,247986.36,479461.05,0,0
2156011,184,CASH_OUT,381938.35,C609280057,0.0,0.0,C2060716124,6718867.48,7100805.83,0,0
2334167,188,DEBIT,1648.78,C420867118,16350.0,14701.22,C381035972,254310.92,255959.71,0,0
5112640,355,PAYMENT,1013.11,C36170870,48273.51,47260.4,M581054040,0.0,0.0,0,0
3848132,282,CASH_IN,12858.1,C239166380,50510.0,63368.1,C1552928962,560335.72,547477.62,0,0
3943154,286,CASH_IN,5106.79,C284401002,33238.0,38344.79,C1369548602,0.0,0.0,0,0
1316635,136,CASH_OUT,3750.89,C1503956548,0.0,0.0,C1947013821,69585.29,73336.18,0,0
5957904,405,PAYMENT,8462.29,C1664045351,20991.0,12528.71,M664944710,0.0,0.0,0,0
1743241,161,CASH_IN,114030.5,C486131434,9432985.91,9547016.4,C186048468,826207.22,712176.72,0,0
5357554,375,CASH_IN,172648.07,C1023121077,5935989.96,6108638.04,C354373634,927221.1,754573.02,0,0
3708232,277,PAYMENT,14433.95,C361635913,11247.0,0.0,M532972554,0.0,0.0,0,0
5735187,399,PAYMENT,30034.2,C1506230349,0.0,0.0,M253311577,0.0,0.0,0,0
1896126,165,CASH_OUT,6693.8,C1922666814,5588.0,0.0,C1971816266,0.0,6693.8,0,0
1664114,158,PAYMENT,11243.35,C1428693611,29990.0,18746.65,M1494084794,0.0,0.0,0,0
3506379,259,PAYMENT,8066.82,C772605596,121289.0,113222.18,M749438642,0.0,0.0,0,0
471536,19,PAYMENT,3618.01,C1403588428,16647.0,13028.99,M638495322,0.0,0.0,0,0
6291505,664,CASH_IN,58151.7,C1369712889,11165.0,69316.7,C1229691805,355473.63,297321.92,0,0
6182708,567,CASH_OUT,93165.46,C440942208,11557.0,0.0,C1234957174,2479755.49,2572920.94,0,0
3244127,250,CASH_IN,392756.85,C1134073727,6240399.9,6633156.75,C48172608,1965626.72,1572869.87,0,0
669526,36,TRANSFER,71182.74,C1563818224,51689.0,0.0,C1476296599,10298.94,81481.68,0,0
4613846,329,PAYMENT,2541.76,C903148442,114914.56,112372.8,M1451061191,0.0,0.0,0,0
248000,14,CASH_OUT,162878.09,C2122666168,0.0,0.0,C802916114,637175.37,691953.67,0,0
4868340,348,TRANSFER,3111789.51,C1088464319,235057.0,0.0,C1985809367,54610.23,3166399.75,0,0
1309709,136,CASH_IN,121722.21,C630594555,3687933.92,3809656.13,C1752633626,7575433.66,7453711.45,0,0
4099907,301,CASH_IN,437885.34,C1700521641,9919930.35,10357815.68,C802663593,8552107.17,8114221.84,0,0
1758958,161,CASH_OUT,348334.71,C105378065,0.0,0.0,C1259735313,1031336.93,1379671.65,0,0
1710835,160,CASH_OUT,127421.08,C374388514,671732.58,544311.5,C1606568146,170204.36,297625.44,0,0
5733405,399,PAYMENT,20550.83,C819437824,0.0,0.0,M1027283586,0.0,0.0,0,0
320574,16,CASH_IN,154011.37,C1503682924,2109937.5,2263948.86,C1132146097,2066798.94,2288423.55,0,0
6160544,548,CASH_OUT,33604.39,C1372803792,14613.0,0.0,C2030252632,39821262.17,39854866.56,0,0
404189,18,TRANSFER,998971.58,C1577447491,46004.0,0.0,C1772930549,0.0,998971.58,0,0
3307053,252,CASH_OUT,326496.42,C818279406,4312.0,0.0,C1606334483,3647700.88,3974197.29,0,0
214152,13,CASH_OUT,22412.71,C2044074259,21412.0,0.0,C2129469211,0.0,22412.71,0,0
589932,33,PAYMENT,2751.13,C1153573423,20816.0,18064.87,M700843468,0.0,0.0,0,0
6060089,500,PAYMENT,4046.91,C544133892,21293.59,17246.68,M1604012436,0.0,0.0,0,0
3684736,276,PAYMENT,11309.06,C1022184256,0.0,0.0,M493095436,0.0,0.0,0,0
2176310,185,PAYMENT,4201.44,C251758278,0.0,0.0,M1511643904,0.0,0.0,0,0
978538,44,CASH_OUT,134500.62,C1469526144,48722.0,0.0,C983762944,931739.09,1168430.89,0,0
3043965,234,PAYMENT,11235.0,C1172698593,0.0,0.0,M125913543,0.0,0.0,0,0
3603878,263,PAYMENT,12786.86,C753158326,0.0,0.0,M1575830628,0.0,0.0,0,0
5501477,380,CASH_OUT,95942.68,C2126849770,3553.0,0.0,C1012028585,510548.55,606491.22,0,0
2758447,212,PAYMENT,3720.55,C1123038229,20499.0,16778.45,M1558435558,0.0,0.0,0,0
4420111,322,PAYMENT,26858.68,C1847049373,6780.73,0.0,M1842753019,0.0,0.0,0,0
6274164,637,CASH_OUT,312166.63,C721052039,169.0,0.0,C27457245,410351.98,722518.61,0,0
3208348,249,PAYMENT,9827.29,C846931261,25197.0,15369.71,M1967544944,0.0,0.0,0,0
911115,43,CASH_IN,74000.92,C2143810358,21887.0,95887.92,C2145942068,113519.25,39518.32,0,0
4711009,332,CASH_OUT,269861.12,C75109728,0.0,0.0,C1080881110,123669009.93,123938871.05,0,0
3922949,285,PAYMENT,11465.97,C2134379371,70028.0,58562.03,M1492852058,0.0,0.0,0,0
192128,13,CASH_IN,59618.96,C1684800521,9744578.0,9804196.97,C182874879,772030.95,712411.99,0,0
4913134,349,CASH_OUT,187961.09,C926269800,0.0,0.0,C982944240,3084077.07,3628998.92,0,0
840277,41,CASH_OUT,334391.98,C511915791,411591.0,77199.02,C1145099949,0.0,334391.98,0,0
1775084,162,CASH_OUT,77863.19,C943962997,348690.25,270827.06,C796663693,3555601.05,3549393.88,0,0
2207880,186,PAYMENT,13697.68,C605583649,69438.0,55740.32,M1966334356,0.0,0.0,0,0
527617,20,PAYMENT,111.33,C523899508,32355.0,32243.67,M430124174,0.0,0.0,0,0
3656041,275,PAYMENT,1952.13,C1608361732,16017.0,14064.87,M844726921,0.0,0.0,0,0
5190667,369,CASH_IN,68503.97,C438284991,3287710.21,3356214.18,C1247998977,493526.03,425022.07,0,0
807936,40,CASH_OUT,143734.18,C500893790,15555.0,0.0,C1463427470,253478.36,397212.54,0,0
5804738,401,CASH_IN,699249.49,C1140107820,2169093.8,2868343.28,C1856271679,1214657.82,515408.33,0,0
1411065,139,PAYMENT,13369.84,C415368798,0.0,0.0,M153906258,0.0,0.0,0,0
1541929,154,TRANSFER,1146277.95,C671686568,168163.75,0.0,C1750787180,1221016.83,2367294.78,0,0
5511283,380,CASH_IN,79538.2,C1458544851,594286.91,673825.12,C793485573,4305859.18,4226320.98,0,0
213711,13,PAYMENT,25302.35,C1260985938,0.0,0.0,M2928004,0.0,0.0,0,0
495635,20,TRANSFER,2702190.29,C93223503,0.0,0.0,C1777748737,4333811.87,7036002.15,0,0
3829789,282,CASH_OUT,263394.94,C99087913,0.0,0.0,C1071381336,7965645.44,8229040.38,0,0
2299783,188,PAYMENT,4132.28,C2000297667,93246.42,89114.14,M434925974,0.0,0.0,0,0
5338311,374,CASH_OUT,176256.1,C576102058,0.0,0.0,C1493660612,295454.76,471710.87,0,0
484792,19,CASH_OUT,177828.18,C246336724,688.0,0.0,C2142397180,189590.16,367418.34,0,0
193159,13,CASH_IN,8905.59,C1314500884,1096.0,10001.59,C1198898950,72104.23,63198.64,0,0
534803,21,PAYMENT,9868.39,C2007825644,35082.0,25213.61,M549207540,0.0,0.0,0,0
2604430,208,PAYMENT,9328.11,C822878427,399000.91,389672.81,M707221644,0.0,0.0,0,0
3568180,260,CASH_OUT,443003.93,C1735708270,0.0,0.0,C1996852783,2032096.13,2475100.06,0,0
2203569,185,CASH_OUT,110558.41,C1421844004,0.0,0.0,C91629805,689081.76,799640.16,0,0
1324275,137,CASH_IN,18449.19,C1818538078,17853474.2,17871923.39,C1751549160,140582.9,122133.7,0,0
5871499,403,CASH_IN,48523.12,C1492051157,1611994.02,1660517.14,C1275369312,4044786.6,3996263.48,0,0
882255,42,CASH_OUT,653.83,C1552269016,0.0,0.0,C242828577,3133365.71,3134019.54,0,0
5051784,354,CASH_OUT,350917.66,C1720260755,0.0,0.0,C1385373631,1821205.27,2172122.94,0,0
1264324,134,CASH_OUT,276275.85,C1401939063,57060.0,0.0,C920533732,171674.4,447950.25,0,0
3891975,284,CASH_OUT,61825.38,C1804267902,5184.0,0.0,C1259125140,0.0,61825.38,0,0
1554161,154,CASH_OUT,368942.9,C588378555,0.0,0.0,C1338318961,4279190.92,4648133.82,0,0
2505884,205,CASH_OUT,158188.82,C1462344353,5594.0,0.0,C47711715,338336.15,496524.98,0,0
4779142,335,TRANSFER,84826.05,C62658135,164522.0,79695.95,C872398574,2273421.62,2358247.67,0,0
316849,16,CASH_IN,99378.99,C1106789249,9063.0,108441.99,C1991031691,104853.01,0.0,0,0
653003,35,PAYMENT,7035.25,C1647962175,0.0,0.0,M1505427983,0.0,0.0,0,0
5603271,394,CASH_IN,318368.01,C1706390160,4177947.14,4496315.15,C2099691087,454613.18,136245.17,0,0
3036558,234,TRANSFER,310925.31,C1273508922,0.0,0.0,C108217421,2227124.72,2538050.03,0,0
5556497,383,PAYMENT,13581.51,C2079745455,3464.0,0.0,M1968624723,0.0,0.0,0,0
3177604,238,TRANSFER,92702.67,C257863468,0.0,0.0,C1458403352,335620.29,428322.97,0,0
3116132,236,CASH_OUT,21404.63,C982872981,0.0,0.0,C943204428,821868.48,843273.11,0,0
5825215,402,CASH_OUT,199439.07,C2104880876,11350.0,0.0,C803424689,0.0,199439.07,0,0
2804943,225,CASH_IN,315279.0,C204264683,570061.09,885340.09,C1946491890,769407.72,454128.73,0,0
3771024,280,PAYMENT,13303.26,C78319553,18924.0,5620.74,M1260535861,0.0,0.0,0,0
4552588,327,PAYMENT,26246.52,C459047508,41432.0,15185.48,M2116506584,0.0,0.0,0,0
547689,21,CASH_OUT,168773.49,C1752442399,51311.0,0.0,C453595223,4944782.44,5113555.93,0,0
2185323,185,PAYMENT,47109.88,C342104178,0.0,0.0,M1223178051,0.0,0.0,0,0
825018,41,CASH_OUT,126982.41,C1458774533,0.0,0.0,C877365028,1297415.04,1543886.48,0,0
779916,39,CASH_OUT,183576.49,C1066278299,117887.0,0.0,C1156033646,0.0,362066.95,0,0
698882,36,PAYMENT,13605.04,C204370303,344.0,0.0,M1128364274,0.0,0.0,0,0
5084453,355,TRANSFER,171416.74,C2096118905,4718.0,0.0,C334236957,0.0,171416.74,0,0
5424302,378,CASH_OUT,131887.89,C1496473452,0.0,0.0,C1822970110,135819.71,267707.6,0,0
5898981,403,PAYMENT,8431.27,C1719223415,72570.0,64138.73,M1425131203,0.0,0.0,0,0
2330210,188,PAYMENT,10078.25,C561476031,32235.43,22157.19,M2081993414,0.0,0.0,0,0
1981383,179,CASH_OUT,149866.26,C2026134388,103820.0,0.0,C669710957,122117.43,271983.69,0,0
6124870,540,TRANSFER,3173966.67,C1569204366,21009.0,0.0,C544262693,0.0,3173966.67,0,0
4443276,323,CASH_OUT,50676.0,C1211440937,67886.0,17210.0,C19786455,1995592.81,2046268.81,0,0
3874179,283,CASH_OUT,123764.69,C322046075,0.0,0.0,C851353326,3874745.21,3998509.9,0,0
1643493,157,TRANSFER,691849.3,C1461928081,0.0,0.0,C2020337583,1046002.57,1737851.86,0,0
5813042,401,CASH_IN,13364.07,C930696180,411214.65,424578.72,C1536228531,198908.58,185544.51,0,0
593052,33,CASH_OUT,259979.2,C66719167,3464.0,0.0,C560794722,1297595.15,1557574.35,0,0
823347,41,CASH_IN,486811.11,C1512812236,3609004.5,4095815.61,C676273835,3465439.73,3125100.2,0,0
6274577,637,PAYMENT,1390.35,C1749604554,6129.0,4738.65,M2065163101,0.0,0.0,0,0
2913043,229,PAYMENT,39068.67,C948531589,0.0,0.0,M424647367,0.0,0.0,0,0
4589339,328,PAYMENT,33983.42,C1577306584,0.0,0.0,M1900927138,0.0,0.0,0,0
2055726,181,PAYMENT,9484.72,C1138243779,102703.15,93218.43,M1658659776,0.0,0.0,0,0
3352939,254,CASH_OUT,63692.81,C431813718,0.0,0.0,C842169525,768946.05,832638.86,0,0
3237399,250,CASH_OUT,295747.8,C894589973,17160.0,0.0,C279725930,0.0,295747.8,0,0
3887521,283,PAYMENT,423.81,C1622205275,0.0,0.0,M1464677458,0.0,0.0,0,0
6176973,565,CASH_OUT,320310.76,C897557403,0.0,0.0,C712519526,1246181.1,1566491.86,0,0
4582325,328,TRANSFER,373298.98,C602786213,0.0,0.0,C1215836209,785932.89,1159231.86,0,0
761268,38,PAYMENT,6531.32,C397905113,0.0,0.0,M1403569284,0.0,0.0,0,0
5238260,371,TRANSFER,570882.49,C1855839870,0.0,0.0,C1739320084,3677896.64,4132107.86,0,0
4403603,321,CASH_IN,110196.46,C1470480781,15775.0,125971.46,C364630031,0.0,0.0,0,0
2012032,180,CASH_IN,13773.62,C139859099,20824.0,34597.62,C1563992177,230185.7,216412.08,0,0
4937367,350,CASH_OUT,378870.8,C1564875761,0.0,0.0,C1918206179,755218.08,1134088.88,0,0
5075077,355,PAYMENT,286.79,C2143466923,493001.0,492714.21,M1707974931,0.0,0.0,0,0
2614064,208,PAYMENT,14809.07,C1895374858,239890.0,225080.94,M621687805,0.0,0.0,0,0
4343673,308,CASH_IN,453857.94,C602763925,10909004.07,11362862.01,C1191197223,619993.31,166135.37,0,0
3435766,256,PAYMENT,3704.31,C302498688,149264.56,145560.24,M703604210,0.0,0.0,0,0
2921440,229,CASH_OUT,131502.46,C932342419,0.0,0.0,C1290709332,518182.51,1095006.9,0,0
2941280,230,CASH_IN,56511.85,C1980401459,3181521.32,3238033.16,C243592735,2496002.3,2439490.46,0,0
576314,27,TRANSFER,422722.56,C510101747,0.0,0.0,C492997256,6082337.72,6505060.28,0,0
6092328,522,CASH_IN,205492.53,C1057155164,0.0,205492.53,C335331747,303567.07,98074.54,0,0
4470807,324,TRANSFER,314228.29,C1593855653,122184.0,0.0,C941274765,0.0,314228.29,0,0
2300401,188,PAYMENT,5109.72,C115103131,10238.0,5128.28,M1896886955,0.0,0.0,0,0
4762902,334,PAYMENT,10739.12,C1437431441,847544.0,836804.88,M141708158,0.0,0.0,0,0
380140,17,CASH_OUT,76838.61,C294733587,468756.66,391918.04,C1832532108,56886.62,133725.23,0,0
5990849,419,CASH_OUT,210610.7,C135879909,173768.28,0.0,C1142884959,3931854.37,4142465.08,0,0
5661059,396,CASH_IN,167209.12,C423557800,9340.0,176549.12,C1161802036,0.0,0.0,0,0
3926197,285,PAYMENT,11258.91,C1381663975,74261.0,63002.09,M970901478,0.0,0.0,0,0
1830714,163,CASH_IN,85772.02,C1305325611,3174.0,88946.02,C1585138139,516949.76,431177.74,0,0
2912962,229,CASH_OUT,75142.85,C1416495630,33119.0,0.0,C2036576335,0.0,75142.85,0,0
613310,34,CASH_IN,194114.4,C638595265,6004081.62,6198196.02,C83331807,1731307.2,1757603.24,0,0
3073887,235,CASH_OUT,52490.58,C15854562,0.0,0.0,C1147964138,1123617.69,1176108.26,0,0
184239,13,TRANSFER,312713.25,C1406454655,48737.0,0.0,C510774957,592963.0,669886.28,0,0
796108,40,CASH_OUT,91073.69,C1581407462,0.0,0.0,C970036466,5290466.05,5381539.73,0,0
4148768,303,CASH_OUT,121027.08,C1719885023,891.0,0.0,C1147801935,64042.42,185069.5,0,0
3614115,273,CASH_OUT,298049.51,C1970436315,24366.0,0.0,C302712828,220707.11,518756.62,0,0
3327308,253,CASH_IN,678989.28,C1147543721,30927.0,709916.28,C547968434,1209827.46,530838.18,0,0
1134547,131,CASH_IN,429046.6,C182356616,3832785.38,4261831.98,C2036925105,856859.73,427813.14,0,0
1434352,140,CASH_IN,96842.68,C440070736,2676494.12,2773336.81,C358839398,2376570.09,2279727.4,0,0
2776953,214,PAYMENT,20690.71,C410383110,55483.0,34792.29,M1388854589,0.0,0.0,0,0
2063435,181,CASH_IN,31314.23,C426054605,1366313.82,1397628.05,C936524282,194391.06,163076.83,0,0
166947,12,CASH_IN,398976.54,C1407142521,10744154.16,11143130.69,C967425740,832014.73,431032.44,0,0
3195146,249,TRANSFER,710533.26,C1657853970,0.0,0.0,C1658926133,1381829.27,2092362.53,0,0
4511119,325,PAYMENT,3095.89,C578083615,0.0,0.0,M1702828047,0.0,0.0,0,0
2076728,182,TRANSFER,634143.99,C1676824480,80988.0,0.0,C530265415,71961.69,706105.68,0,0
634851,35,PAYMENT,2098.96,C524299391,0.0,0.0,M915271244,0.0,0.0,0,0
325394,16,PAYMENT,605.3,C1159820593,0.0,0.0,M347591677,0.0,0.0,0,0
4532675,326,CASH_OUT,338850.66,C1659756673,0.0,0.0,C477262059,1453657.36,1792508.02,0,0
6080218,520,CASH_OUT,137170.29,C886077006,326262.64,189092.35,C576412339,3039688.04,3176858.32,0,0
5510443,380,TRANSFER,295994.51,C1997710550,299554.0,3559.49,C10429211,386093.96,682088.47,0,0
5277232,372,PAYMENT,44721.73,C1849667911,40561.0,0.0,M1797948329,0.0,0.0,0,0
4063188,300,CASH_OUT,198809.73,C1448545598,10016.0,0.0,C417692109,679377.36,878187.08,0,0
4127413,302,PAYMENT,6577.14,C2133783874,0.0,0.0,M531656986,0.0,0.0,0,0
4875029,348,CASH_OUT,211622.64,C363897543,0.0,0.0,C778167081,298311.07,509933.71,0,0
4937300,350,PAYMENT,24364.74,C855117914,10905.0,0.0,M224942125,0.0,0.0,0,0
2061231,181,CASH_IN,489499.09,C352609896,20341.0,509840.09,C1634910017,0.0,0.0,0,0
1751865,161,PAYMENT,259.98,C141063525,22417.0,22157.02,M1937147755,0.0,0.0,0,0
627165,34,CASH_OUT,161346.43,C611859417,0.0,0.0,C115302495,947948.3,1109294.73,0,0
3948155,287,PAYMENT,10983.08,C1594270137,900751.0,889767.92,M1623127798,0.0,0.0,0,0
1571569,155,CASH_OUT,46757.06,C1526958726,20996.0,0.0,C798174070,4652742.31,4509570.5,0,0
1461333,140,CASH_OUT,241398.43,C68794002,19208.0,0.0,C814793750,565054.13,806452.56,0,0
5500476,380,CASH_OUT,47227.68,C1583433357,21343.0,0.0,C1126002405,1283884.53,1331112.21,0,0
2616878,208,CASH_OUT,19920.78,C592377233,341.0,0.0,C704295659,148788.82,168709.61,0,0
872379,42,CASH_IN,284613.09,C1110262964,87778.99,372392.08,C1498255646,462367.13,177754.03,0,0
5820162,401,CASH_OUT,370833.83,C626872199,0.0,0.0,C540846849,8617311.13,8988144.96,0,0
1807712,163,CASH_IN,85316.28,C1486871959,16160.0,101476.28,C1771394896,1062678.86,977362.57,0,0
5803622,401,CASH_IN,5381.37,C1234118070,3141235.51,3146616.88,C2127776202,6410523.45,6405142.08,0,0
5082514,355,CASH_OUT,361386.3,C197899340,0.0,0.0,C1226845747,717511.27,1078897.57,0,0
73444,10,CASH_OUT,29078.05,C1305427067,0.0,0.0,C43924520,69301.54,98379.59,0,0
4872140,348,CASH_IN,189884.99,C1888946937,2092664.76,2282549.76,C397599040,5887563.58,5697678.59,0,0
4498337,325,PAYMENT,9038.35,C1118290652,0.0,0.0,M1366689393,0.0,0.0,0,0
444138,19,CASH_OUT,183525.52,C421664877,21492.92,0.0,C1682969716,218754.91,402280.42,0,0
5273638,372,TRANSFER,1697487.31,C837644061,10039.0,0.0,C232932649,0.0,1697487.31,0,0
2508153,205,TRANSFER,1349490.95,C184078602,21668.0,0.0,C1003451917,0.0,1349490.95,0,0
4373294,310,CASH_OUT,258641.33,C1194292044,0.0,0.0,C1442333505,971005.36,1229646.69,0,0
461629,19,CASH_IN,102503.87,C316067025,25755.0,128258.87,C1141790334,0.0,0.0,0,0
3034065,234,CASH_OUT,115475.72,C1776419166,383855.0,268379.28,C481545117,7195256.0,7310731.71,0,0
4897867,349,CASH_OUT,27917.83,C298376470,0.0,0.0,C1062541636,136311.88,164229.7,0,0
2404775,202,CASH_OUT,20883.38,C681950384,0.0,0.0,C36999903,118952.75,139836.13,0,0
4841154,347,CASH_IN,427559.02,C1120662228,2504712.45,2932271.47,C1395739388,627353.0,199793.98,0,0
3305009,252,CASH_OUT,221297.29,C53749098,51630.0,0.0,C69654825,373874.89,595172.19,0,0
4296066,307,CASH_OUT,14459.86,C942719811,0.0,0.0,C1113993031,2482732.33,2497192.19,0,0
3294103,252,PAYMENT,27495.73,C694672282,0.0,0.0,M1313539747,0.0,0.0,0,0
4702082,331,CASH_OUT,116275.46,C212419561,5578.0,0.0,C664306882,17630.28,133905.73,0,0
3588837,262,PAYMENT,8514.61,C193437175,283.0,0.0,M1945363384,0.0,0.0,0,0
3953993,287,PAYMENT,25645.9,C2071874098,160936.0,135290.1,M48664673,0.0,0.0,0,0
2854317,227,TRANSFER,968359.4,C1332528077,0.0,0.0,C325607848,1159176.08,2127535.48,0,0
5859529,402,PAYMENT,2839.74,C1003741790,15570.0,12730.26,M1206933290,0.0,0.0,0,0
5752223,399,PAYMENT,18585.89,C299106628,151.0,0.0,M235327167,0.0,0.0,0,0
1068656,121,CASH_OUT,65967.19,C1946178642,0.0,0.0,C1235572934,1098024.6,1163991.79,0,0
2176303,185,PAYMENT,55153.92,C1840276638,0.0,0.0,M85249015,0.0,0.0,0,0
1979357,179,PAYMENT,4780.27,C1593342157,0.0,0.0,M1656572863,0.0,0.0,0,0
4678647,331,CASH_OUT,121863.45,C1695039998,0.0,0.0,C646279223,404570.0,308044.78,0,0
1263067,134,CASH_IN,264120.49,C529429666,79525.96,343646.46,C2018802276,1156827.57,892707.08,0,0
3124397,236,TRANSFER,198732.74,C1077773211,0.0,0.0,C661989439,525475.99,724208.73,0,0
2794289,216,PAYMENT,12697.46,C2086293797,0.0,0.0,M177796899,0.0,0.0,0,0
3798873,281,PAYMENT,2770.5,C1548200909,0.0,0.0,M1583584364,0.0,0.0,0,0
4248356,306,CASH_IN,441960.49,C384890114,40955.0,482915.49,C1214580878,2768869.99,2326909.51,0,0
4584724,328,PAYMENT,2582.66,C897707272,0.0,0.0,M445344640,0.0,0.0,0,0
1294377,136,PAYMENT,3227.94,C1961330501,275705.0,272477.06,M399136996,0.0,0.0,0,0
4289126,307,TRANSFER,1072710.97,C1338471164,725.0,0.0,C1526435109,296162.11,1368873.08,0,0
2449536,203,CASH_OUT,96235.26,C240771205,18054.0,0.0,C1194797884,682848.6,779083.85,0,0
4130516,302,TRANSFER,301033.91,C56559561,34205.8,0.0,C1890858479,1010872.85,1311906.76,0,0
4927559,350,CASH_OUT,83180.28,C1202290880,0.0,0.0,C338984620,608990.86,692171.14,0,0
2767550,213,CASH_OUT,367128.51,C1645483261,124606.69,0.0,C1914104557,375904.74,743033.25,0,0
3763945,279,PAYMENT,2680.28,C606110365,61306.0,58625.72,M1853126810,0.0,0.0,0,0
5856661,402,PAYMENT,11493.18,C7409952,80157.0,68663.82,M432611688,0.0,0.0,0,0
3735212,278,CASH_IN,236995.02,C631439702,192302.0,429297.02,C1482723827,447539.45,210544.43,0,0
5144829,356,TRANSFER,211028.32,C1527767184,0.0,0.0,C841821337,667517.22,878545.53,0,0
4638932,330,PAYMENT,3360.31,C1662603842,164326.0,160965.69,M1147709178,0.0,0.0,0,0
2121304,183,CASH_IN,220486.11,C44241123,928342.32,1148828.44,C890903167,311098.87,90612.76,0,0
541917,21,PAYMENT,80.2,C1158493467,0.0,0.0,M843728134,0.0,0.0,0,0
1905344,165,PAYMENT,2227.94,C1640891682,185.0,0.0,M359745147,0.0,0.0,0,0
29556,8,CASH_OUT,89984.5,C1418008300,0.0,0.0,C1189861498,832497.7,922482.19,0,0
924028,43,PAYMENT,21590.24,C1168894363,61453.0,39862.76,M1021676135,0.0,0.0,0,0
4449948,323,CASH_OUT,53084.09,C946652498,101263.0,48178.91,C744517960,2065660.68,2118744.77,0,0
551444,21,TRANSFER,730093.33,C479267791,0.0,0.0,C161140376,3183666.88,3762361.38,0,0
117815,11,CASH_OUT,201377.88,C961968948,0.0,0.0,C855540901,16777459.51,16978837.39,0,0
1893420,165,PAYMENT,5014.54,C1321081711,0.0,0.0,M74770617,0.0,0.0,0,0
842293,41,TRANSFER,1174679.07,C1228587215,0.0,0.0,C1237228571,1933466.33,2804918.14,0,0
1204312,133,CASH_OUT,258770.47,C586342119,11532.47,0.0,C1547591838,86383.34,345153.8,0,0
5065502,354,PAYMENT,21355.1,C368517713,231040.58,209685.48,M2000910918,0.0,0.0,0,0
5390746,377,CASH_OUT,14157.77,C404138997,15075.0,917.23,C1281310670,268905.34,283063.11,0,0
1770962,162,PAYMENT,16596.52,C1967972160,141759.0,125162.48,M865081817,0.0,0.0,0,0
143288,11,CASH_OUT,534838.88,C1554295995,92284.31,0.0,C988461524,136832.0,641363.52,0,0
5884371,403,CASH_OUT,87315.39,C750334465,0.0,0.0,C362441097,220050.5,307365.89,0,0
4614062,329,CASH_OUT,60127.87,C7311242,0.0,0.0,C1131722399,1985696.95,2045824.82,0,0
2224886,186,CASH_IN,242735.92,C1375253883,3635858.57,3878594.49,C1290425093,365241.08,122505.16,0,0
4064444,300,PAYMENT,32324.89,C890176833,43648.95,11324.07,M216268438,0.0,0.0,0,0
1967422,178,PAYMENT,17973.96,C981372268,0.0,0.0,M1663403963,0.0,0.0,0,0
3912611,284,CASH_OUT,53593.18,C45061782,0.0,0.0,C99450312,437723.71,491316.89,0,0
250719,14,CASH_OUT,219142.45,C279920126,2002.0,0.0,C166388748,0.0,145589.81,0,0
6176332,565,CASH_IN,331561.68,C519040759,21549.0,353110.68,C16630111,798137.3,466575.62,0,0
576224,26,CASH_IN,196336.07,C738420123,7475881.08,7672217.16,C989845395,2795083.58,2598747.51,0,0
1543460,154,PAYMENT,27881.21,C1634419150,0.0,0.0,M1060836727,0.0,0.0,0,0
581115,33,PAYMENT,48373.54,C1472549012,18459.97,0.0,M604978204,0.0,0.0,0,0
1360530,138,CASH_OUT,91319.04,C893835959,12508.0,0.0,C1318352975,2226394.33,2317713.37,0,0
5395766,377,PAYMENT,14375.47,C20818755,20427.0,6051.53,M1916999820,0.0,0.0,0,0
3737317,278,CASH_OUT,24486.79,C1752702547,74667.0,50180.21,C1041443634,0.0,24486.79,0,0
